host,ip,port,protocol,title,domain,country,city,link,org
38.213.198.236:9999,38.213.198.236,9999,http,Directory listing for /,,GB,London,http://38.213.198.236:9999,OCTOPUS WEB SOLUTION INC
43.165.174.9,43.165.174.9,80,http,Directory listing for /,,JP,Tokyo,http://43.165.174.9,"Tencent Building, Kejizhongyi Avenue"
139.180.196.78:9999,139.180.196.78,9999,http,Directory listing for /,,JP,Tokyo,http://139.180.196.78:9999,"The Constant Company, LLC"
https://38.95.77.103:2053,38.95.77.103,2053,https,Directory listing for /,,US,Los Angeles,https://38.95.77.103:2053,VMISS Inc.
192.255.151.112:2080,192.255.151.112,2080,http,Directory listing for /,,US,Seattle,http://192.255.151.112:2080,HostPapa
67.215.235.109:2080,67.215.235.109,2080,http,Directory listing for /,,US,Buffalo,http://67.215.235.109:2080,HostPapa
95.169.9.188:2080,95.169.9.188,2080,http,Directory listing for /,,US,Los Angeles,http://95.169.9.188:2080,IT7 Networks Inc
192.3.247.109:2083,192.3.247.109,2083,http,Directory listing for /,,US,Buffalo,http://192.3.247.109:2083,HostPapa
38.181.53.224,38.181.53.224,80,http,Index of /,,SG,Singapore,http://38.181.53.224,JT TELECOM INTERNATIONAL PTE.LTD.
39.107.235.225,39.107.235.225,80,http,Index of /clash/,,CN,Beijing,http://39.107.235.225,"Hangzhou Alibaba Advertising Co.,Ltd."
43.156.36.253:18080,43.156.36.253,18080,http,Directory listing for /,,SG,Singapore,http://43.156.36.253:18080,"Tencent Building, Kejizhongyi Avenue"
https://89.169.52.71:8443,89.169.52.71,8443,https,Index of /,,DE,Frankfurt am Main,https://89.169.52.71:8443,Aeza Group LLC
https://45.43.31.196,45.43.31.196,443,https,Index of /,,US,Seattle,https://45.43.31.196,Spartan Host Ltd
https://80.66.72.131:8443,80.66.72.131,8443,https,Index of /,,DE,Frankfurt am Main,https://80.66.72.131:8443,Global Connectivity Solutions Llp
45.77.124.201:8080,45.77.124.201,8080,http,Directory listing for /,,US,Los Angeles,http://45.77.124.201:8080,"The Constant Company, LLC"
45.78.7.160:8080,45.78.7.160,8080,http,Directory listing for /,,US,Los Angeles,http://45.78.7.160:8080,IT7 Networks Inc
194.233.72.68:8443,194.233.72.68,8443,http,Directory listing for /,,SG,Singapore,http://194.233.72.68:8443,Contabo Asia Private Limited
207.148.103.41:8443,207.148.103.41,8443,http,Directory listing for /,,JP,Tokyo,http://207.148.103.41:8443,"The Constant Company, LLC"
https://129.70.142.193,129.70.142.193,443,https,Index of /,,DE,Bielefeld,https://129.70.142.193,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.
45.76.54.139:8443,45.76.54.139,8443,http,Directory listing for /,,JP,Tokyo,http://45.76.54.139:8443,"The Constant Company, LLC"
https://95.169.5.53:2096,95.169.5.53,2096,https,Directory listing for /,,US,Los Angeles,https://95.169.5.53:2096,IT7 Networks Inc
https://185.85.240.155,185.85.240.155,443,https,Index of /,,DE,Frankfurt am Main,https://185.85.240.155,Massivegrid Ltd
47.115.45.206,47.115.45.206,80,http,Index of /,,CN,Shenzhen,http://47.115.45.206,"Hangzhou Alibaba Advertising Co.,Ltd."
https://167.253.66.186:2096,167.253.66.186,2096,https,Directory listing for /,,US,Tampa,https://167.253.66.186:2096,Solid Systems LLC
104.164.48.126:2087,104.164.48.126,2087,http,Directory listing for /,,US,Santa Clara,http://104.164.48.126:2087,Baxet Group Inc.
https://82.156.44.247,82.156.44.247,443,https,Index of /,,CN,Beijing,https://82.156.44.247,Shenzhen Tencent Computer Systems Company Limited
38.209.120.146:18080,38.209.120.146,18080,http,Directory listing for /,,US,Los Angeles,http://38.209.120.146:18080,"Cogent Communications, LLC"
https://acc.science.public.data.uu.nl,131.211.7.200,443,https,Index of / on nluu6a,uu.nl,NL,Utrecht,https://acc.science.public.data.uu.nl,SURF B.V.
8.209.203.54:18080,8.209.203.54,18080,http,Directory listing for /,,JP,Tokyo,http://8.209.203.54:18080,"Alibaba (US) Technology Co., Ltd."
122.117.231.206:18080,122.117.231.206,18080,http,Directory listing for /,,CN,Taipei,http://122.117.231.206:18080,Data Communication Business Group
204.152.221.177:18080,204.152.221.177,18080,http,Directory listing for /,,US,Apple Valley,http://204.152.221.177:18080,HostPapa
43.160.202.124:18080,43.160.202.124,18080,http,Directory listing for /,,SG,Singapore,http://43.160.202.124:18080,"Tencent Building, Kejizhongyi Avenue"
80.251.214.30:18080,80.251.214.30,18080,http,Directory listing for /,,US,Los Angeles,http://80.251.214.30:18080,IT7 Networks Inc
104.194.86.29:18080,104.194.86.29,18080,http,Directory listing for /,,US,Los Angeles,http://104.194.86.29:18080,IT7 Networks Inc
38.207.136.70:2096,38.207.136.70,2096,http,Directory listing for /,,JP,Tokyo,http://38.207.136.70:2096,Nearoute Limited
177.201.224.25:18080,177.201.224.25,18080,http,Directory listing for /,,BR,Rio de Janeiro,http://177.201.224.25:18080,"Hong Kong Communications International Co., Limited"
95.169.5.53:18080,95.169.5.53,18080,http,Directory listing for /,,US,Los Angeles,http://95.169.5.53:18080,IT7 Networks Inc
108.61.206.125:2096,108.61.206.125,2096,http,Directory listing for /,,US,Los Angeles,http://108.61.206.125:2096,"The Constant Company, LLC"
147.45.134.202:18080,147.45.134.202,18080,http,Directory listing for /,,NL,Amsterdam,http://147.45.134.202:18080,"Timeweb, LLP"
66.154.112.123:18080,66.154.112.123,18080,http,Directory listing for /,,CA,Vancouver,http://66.154.112.123:18080,"CYBERCON, INC."
103.140.238.251:18080,103.140.238.251,18080,http,Directory listing for /,,CN,Hong Kong,http://103.140.238.251:18080,UFO Network Limited
43.160.193.139:18080,43.160.193.139,18080,http,Directory listing for /,,SG,Singapore,http://43.160.193.139:18080,"Tencent Building, Kejizhongyi Avenue"
172.245.6.142:18080,172.245.6.142,18080,http,Directory listing for /,,US,Rancho Cucamonga,http://172.245.6.142:18080,HostPapa
64.83.32.126:18080,64.83.32.126,18080,http,Directory listing for /,,US,Richmond,http://64.83.32.126:18080,NetLab Global
104.244.91.223:2096,104.244.91.223,2096,http,Directory listing for /,,US,New York City,http://104.244.91.223:2096,IT7 Networks Inc
8.209.247.100:18080,8.209.247.100,18080,http,Directory listing for /,,JP,Tokyo,http://8.209.247.100:18080,"Alibaba (US) Technology Co., Ltd."
42.194.245.239:18080,42.194.245.239,18080,http,Directory listing for /,,CN,Guangzhou,http://42.194.245.239:18080,Shenzhen Tencent Computer Systems Company Limited
https://43.159.51.87,43.159.51.87,443,https,Index of /,,SG,Singapore,https://43.159.51.87,"Tencent Building, Kejizhongyi Avenue"
45.77.170.234:2087,45.77.170.234,2087,http,Directory listing for /,,SG,Singapore,http://45.77.170.234:2087,"The Constant Company, LLC"
83.229.127.167:18080,83.229.127.167,18080,http,Directory listing for /,,CN,Hong Kong,http://83.229.127.167:18080,LUCIDACLOUD LIMITED
jenkins.gurobot.cn,47.104.186.115,80,http,Index of /,gurobot.cn,CN,Qingdao,http://jenkins.gurobot.cn,"Hangzhou Alibaba Advertising Co.,Ltd."
38.47.198.35:18080,38.47.198.35,18080,http,Directory listing for /,,CN,Hong Kong,http://38.47.198.35:18080,"Hong Kong Communications International Co., Limited"
polyx.95-216-124-247.sslip.io:8000,95.216.124.247,8000,http,Directory listing for /,sslip.io,FI,Helsinki,http://polyx.95-216-124-247.sslip.io:8000,Hetzner Online GmbH
216-167-84-19.sslip.io:18080,216.167.84.19,18080,http,Directory listing for /,sslip.io,US,Redmond,http://216-167-84-19.sslip.io:18080,"NTT America, Inc."
103.229.54.103:18080,103.229.54.103,18080,http,Directory listing for /,,CN,Hong Kong,http://103.229.54.103:18080,Akari Networks
185.135.86.187:18080,185.135.86.187,18080,http,Directory listing for /,,LV,Riga,http://185.135.86.187:18080,Melbikomas UAB
23.252.106.98:18080,23.252.106.98,18080,http,Directory listing for /,,US,New York City,http://23.252.106.98:18080,IT7 Networks Inc
198.12.71.143:18080,198.12.71.143,18080,http,Directory listing for /,,US,Rancho Cucamonga,http://198.12.71.143:18080,HostPapa
136.0.197.31:18080,136.0.197.31,18080,http,Directory listing for /,,UA,Kyiv,http://136.0.197.31:18080,2e Telekomunikasyon Ltd Sti
43.153.139.182:18080,43.153.139.182,18080,http,Directory listing for /,,JP,Tokyo,http://43.153.139.182:18080,"Tencent Building, Kejizhongyi Avenue"
192.220.32.16,192.220.32.16,80,http,Directory listing for /,,US,Redmond,http://192.220.32.16,"NTT America, Inc."
111.68.15.109:18080,111.68.15.109,18080,http,Directory listing for /,,CN,Hong Kong,http://111.68.15.109:18080,N963 PTE. LTD.
https://192.3.165.125:2087,192.3.165.125,2087,https,Directory listing for /,,US,Rancho Cucamonga,https://192.3.165.125:2087,HostPapa
179.255.101.149:18080,179.255.101.149,18080,http,Directory listing for /,,BR,Rio de Janeiro,http://179.255.101.149:18080,DMIT Cloud Services
43.162.101.52:18080,43.162.101.52,18080,http,Directory listing for /,,US,Santa Clara,http://43.162.101.52:18080,"Tencent Building, Kejizhongyi Avenue"
216.167.84.19:18080,216.167.84.19,18080,http,Directory listing for /,,US,Redmond,http://216.167.84.19:18080,"NTT America, Inc."
38.55.96.121:18080,38.55.96.121,18080,http,Directory listing for /,,US,Los Angeles,http://38.55.96.121:18080,XNNET LLC
157.254.53.48:10000,157.254.53.48,10000,http,Directory listing for /,,CN,Hong Kong,http://157.254.53.48:10000,"Sharon Networks, LLC"
34.24.25.1:9443,34.24.25.1,9443,http,Directory listing for /,,US,Moncks Corner,http://34.24.25.1:9443,Google LLC
111.68.15.106:18080,111.68.15.106,18080,http,Directory listing for /,,CN,Hong Kong,http://111.68.15.106:18080,N963 PTE. LTD.
34.21.166.234:9999,34.21.166.234,9999,http,Directory listing for /,,SG,Singapore,http://34.21.166.234:9999,Google LLC
103.227.224.60:18080,103.227.224.60,18080,http,Directory listing for /,,CN,Taipei,http://103.227.224.60:18080,GLOBAL COMMUNICATION NETWORK LIMITED
141.147.150.232,141.147.150.232,80,http,Directory listing for /,,JP,Osaka,http://141.147.150.232,Oracle Corporation
161.33.37.121,161.33.37.121,80,http,Directory listing for /,,JP,Osaka,http://161.33.37.121,Oracle Corporation
161.132.68.36:8000,161.132.68.36,8000,http,Directory listing for /,,PE,Macusani,http://161.132.68.36:8000,Red Cientifica Peruana
216.238.54.85:18080,216.238.54.85,18080,http,Directory listing for /,,US,Denver,http://216.238.54.85:18080,ByteVirt LLC
111.68.15.108:18080,111.68.15.108,18080,http,Directory listing for /,,CN,Hong Kong,http://111.68.15.108:18080,N963 PTE. LTD.
103.160.100.205:18080,103.160.100.205,18080,http,Directory listing for /,,JP,Tokyo,http://103.160.100.205:18080,Awesomecloud Limited
154.64.235.97:18080,154.64.235.97,18080,http,Directory listing for /,,US,Los Angeles,http://154.64.235.97:18080,NetLab Global
https://75.102.1.120,75.102.1.120,443,https,Index of /,,US,Chicago,https://75.102.1.120,DEFT.COM
154.17.24.73,154.17.24.73,80,http,Index of /,,US,Los Angeles,http://154.17.24.73,DMIT Cloud Services
192.236.151.43,192.236.151.43,80,http,Directory listing for /,,US,Seattle,http://192.236.151.43,HostPapa
43.130.226.85,43.130.226.85,80,http,Directory listing for /,,JP,Tokyo,http://43.130.226.85,"Tencent Building, Kejizhongyi Avenue"
38.244.20.28,38.244.20.28,80,http,Directory listing for /,,US,Los Angeles,http://38.244.20.28,"Cogent Communications, LLC"
149.28.133.68,149.28.133.68,80,http,Directory listing for /,,SG,Singapore,http://149.28.133.68,"The Constant Company, LLC"
111.68.15.107:18080,111.68.15.107,18080,http,Directory listing for /,,CN,Hong Kong,http://111.68.15.107:18080,N963 PTE. LTD.
84.32.108.177,84.32.108.177,80,http,Directory listing for /,,NL,Amsterdam,http://84.32.108.177,UAB Cherry Servers
204.152.217.17:18080,204.152.217.17,18080,http,Directory listing for /,,US,Buffalo,http://204.152.217.17:18080,HostPapa
104.36.71.242:18080,104.36.71.242,18080,http,Directory listing for /,,US,Los Angeles,http://104.36.71.242:18080,IT7 Networks Inc
130.185.249.232:18080,130.185.249.232,18080,http,Directory listing for /,,GB,London,http://130.185.249.232:18080,Clouvider Limited
192.3.247.87:18080,192.3.247.87,18080,http,Directory listing for /,,US,Buffalo,http://192.3.247.87:18080,HostPapa
38.209.120.146,38.209.120.146,80,http,Directory listing for /,,US,Los Angeles,http://38.209.120.146,"Cogent Communications, LLC"
23.95.18.35,23.95.18.35,80,http,Index of /,,US,Rancho Cucamonga,http://23.95.18.35,HostPapa
179.255.144.11:18080,179.255.144.11,18080,http,Directory listing for /,,BR,Rio de Janeiro,http://179.255.144.11:18080,DMIT Cloud Services
192.227.235.182:8999,192.227.235.182,8999,http,Directory listing for /,,US,Rancho Cucamonga,http://192.227.235.182:8999,HostPapa
23.147.56.90,23.147.56.90,80,http,Directory listing for /,,US,Boulder,http://23.147.56.90,NetLab Global
38.95.76.98,38.95.76.98,80,http,Directory listing for /,,US,Los Angeles,http://38.95.76.98,VMISS Inc.
185.115.35.197,185.115.35.197,80,http,WsgiDAV - Index of / ,,US,Dallas,http://185.115.35.197,Scalaxy B.V.
https://164.92.245.182,164.92.245.182,443,https,WsgiDAV - Index of / ,,DE,Frankfurt am Main,https://164.92.245.182,"DigitalOcean, LLC"
https://88.99.136.175,88.99.136.175,443,https,Index of /,,DE,Falkenstein,https://88.99.136.175,Hetzner Online GmbH
104.129.23.171:18080,104.129.23.171,18080,http,Directory listing for /,,US,Buffalo,http://104.129.23.171:18080,HostPapa
104.194.94.24:18080,104.194.94.24,18080,http,Directory listing for /,,US,Los Angeles,http://104.194.94.24:18080,IT7 Networks Inc
https://178.254.19.219,178.254.19.219,443,https,Index of /,,DE,Berlin,https://178.254.19.219,EVANZO e-commerce GmbH
157.254.131.50:18080,157.254.131.50,18080,http,Directory listing for /,,LT,Vilnius,http://157.254.131.50:18080,Itsumiku
45.78.58.71:18080,45.78.58.71,18080,http,Directory listing for /,,JP,Osaka,http://45.78.58.71:18080,IT7 Networks Inc
149.28.66.198:18080,149.28.66.198,18080,http,Directory listing for /,,US,Los Angeles,http://149.28.66.198:18080,"The Constant Company, LLC"
https://43.132.29.64,43.132.29.64,443,https,Index of /,,BR,Sao Paulo,https://43.132.29.64,"Tencent Building, Kejizhongyi Avenue"
https://rancho.imwork.net,158.101.159.131,443,https,Index of /,imwork.net,JP,Tokyo,https://rancho.imwork.net,Oracle Corporation
88.198.110.79,88.198.110.79,80,http,Directory listing for /,,DE,Falkenstein,http://88.198.110.79,Hetzner Online GmbH
https://80.190.68.105,80.190.68.105,443,https,Index of /,,DE,Berlin,https://80.190.68.105,NorthC Deutschland GmbH
43.164.132.54:443,43.164.132.54,443,http,Directory listing for /,,KR,Seoul,http://43.164.132.54:443,"Tencent Building, Kejizhongyi Avenue"
172.233.143.37:18789,172.233.143.37,18789,http,Directory listing for /,,US,Los Angeles,http://172.233.143.37:18789,Akamai Connected Cloud
47.74.1.145:5432,47.74.1.145,5432,http,Index of /,,JP,Tokyo,http://47.74.1.145:5432,"Alibaba (US) Technology Co., Ltd."
195.172.139.150:8000,195.172.139.150,8000,http,Directory listing for /,,SG,Singapore,http://195.172.139.150:8000,Cyberjet Pte. Ltd.
https://repo.orion.net.id,43.247.22.233,443,https,Index of /,orion.net.id,ID,Jakarta,https://repo.orion.net.id,Orion Cyber Internet
198.200.42.129:8080,198.200.42.129,8080,http,Directory listing for /,,US,San Jose,http://198.200.42.129:8080,PEG TECH INC
178.104.76.231:8080,178.104.76.231,8080,http,Directory listing for /,,DE,Gunzenhausen,http://178.104.76.231:8080,Hetzner Online GmbH
101.47.28.72:8080,101.47.28.72,8080,http,Directory listing for /,,SG,Singapore,http://101.47.28.72:8080,Byteplus Pte. Ltd.
161.97.148.123:8080,161.97.148.123,8080,http,Directory listing for /,,FR,Lauterbourg,http://161.97.148.123:8080,Contabo GmbH
103.70.115.106:8080,103.70.115.106,8080,http,Directory listing for /,,VN,Hue,http://103.70.115.106:8080,TOTHOST SOLUTIONS AND TECHNOLOGIES COMPANY LIMITED
154.89.195.180:8002,154.89.195.180,8002,http,Directory listing for /,,CN,Hong Kong,http://154.89.195.180:8002,AROSSCLOUD INC.
https://repo.rajagoda.net,43.247.22.233,443,https,Index of /,rajagoda.net,ID,Jakarta,https://repo.rajagoda.net,Orion Cyber Internet
104.194.86.29:443,104.194.86.29,443,http,Directory listing for /,,US,Los Angeles,http://104.194.86.29:443,IT7 Networks Inc
https://176.9.101.145,176.9.101.145,443,https,Welcome to nginx!,,DE,Falkenstein,https://176.9.101.145,Hetzner Online GmbH
107.175.24.218:8088,107.175.24.218,8088,http,Directory listing for /,,US,Buffalo,http://107.175.24.218:8088,HostPapa
107.148.48.151:8088,107.148.48.151,8088,http,Directory listing for /,,CN,Hong Kong,http://107.148.48.151:8088,PEG TECH INC
108.165.140.120:2087,108.165.140.120,2087,http,Directory listing for /,,BR,Boa Vista,http://108.165.140.120:2087,SK Broadband Co Ltd
43.161.234.194:8088,43.161.234.194,8088,http,Directory listing for /,,CN,Hong Kong,http://43.161.234.194:8088,"Tencent Building, Kejizhongyi Avenue"
45.78.72.50:8088,45.78.72.50,8088,http,Directory listing for /,,US,Los Angeles,http://45.78.72.50:8088,IT7 Networks Inc
129.146.41.164:8088,129.146.41.164,8088,http,Directory listing for /,,US,Phoenix,http://129.146.41.164:8088,Oracle Corporation
104.251.181.67:8090,104.251.181.67,8090,http,Directory listing for /,,US,Fenton,http://104.251.181.67:8090,SKN Subnet & Telecom Ltd
45.12.52.197:8090,45.12.52.197,8090,http,Directory listing for /,,US,Los Angeles,http://45.12.52.197:8090,Gwy It Pty Ltd
103.240.197.214:8088,103.240.197.214,8088,http,Directory listing for /,,CN,Hong Kong,http://103.240.197.214:8088,VH Global Limited
194.238.41.72:8088,194.238.41.72,8088,http,Directory listing for /,,GB,Saint Albans,http://194.238.41.72:8088,PS Internet Company LLP
https://zzzzz.help:7443,38.47.122.81,7443,https,Index of /,zzzzz.help,CN,Hong Kong,https://zzzzz.help:7443,Cloudie Limited
9.141.89.77:443,9.141.89.77,443,http,Directory listing for /,,DE,Frankfurt am Main,http://9.141.89.77:443,Microsoft Corporation
114.236.101.122:18080,114.236.101.122,18080,http,Index of /,,CN,Yancheng,http://114.236.101.122:18080,Chinanet
120.244.125.28:88,120.244.125.28,88,http,Index of /,,CN,Beijing,http://120.244.125.28:88,China Mobile Communicaitons Corporation
216-227-140-194.sslip.io,216.227.140.194,80,http,Index of /,sslip.io,US,Destin,http://216-227-140-194.sslip.io,FDCservers.net
https://www.zzzzz.help:7443,38.47.122.81,7443,https,Index of /,zzzzz.help,CN,Hong Kong,https://www.zzzzz.help:7443,Cloudie Limited
https://dav.denzy.net,164.92.245.182,443,https,WsgiDAV - Index of / ,denzy.net,DE,Frankfurt am Main,https://dav.denzy.net,"DigitalOcean, LLC"
https://doc.fruit.je,185.238.130.153,443,https,Index of /,fruit.je,NL,Amsterdam,https://doc.fruit.je,Freedom Internet BV
38.60.227.218:8088,38.60.227.218,8088,http,Directory listing for /,,CN,Hong Kong,http://38.60.227.218:8088,LIGHT NODE LIMITED
